"Date","Primary Sales"
"2021-04-14",1497
"2021-04-15",1500
"2021-04-16",1504
"2021-04-17",1517
"2021-04-18",1531
"2021-04-19",1570
"2021-04-20",1586
"2021-04-21",1589
"2021-04-22",1594
"2021-04-23",1657
"2021-04-24",1659
"2021-04-25",1660
"2021-04-26",1661
"2021-04-27",1665
"2021-04-28",1668
"2021-04-29",1671
"2021-04-30",1673
"2021-05-01",1680
"2021-05-02",1687
"2021-05-03",1704
"2021-05-04",1708
"2021-05-05",1712
"2021-05-06",1718
"2021-05-07",1718
"2021-05-08",1722
"2021-05-09",1726
"2021-05-10",1732
"2021-05-11",1733
"2021-05-12",1737
"2021-05-13",1743
"2021-05-14",1748
"2021-05-15",1749
"2021-05-16",1749
"2021-05-17",1751
"2021-05-18",1754
"2021-05-19",1757
"2021-05-20",1758
"2021-05-21",1761
"2021-05-22",1763
"2021-05-23",1763
"2021-05-24",1763
"2021-05-25",1768
"2021-05-26",1768
"2021-05-27",1769
"2021-05-28",1773
"2021-05-29",1774
"2021-05-30",1774
"2021-05-31",1777
"2021-06-01",1783
"2021-06-02",1785
"2021-06-03",1787
"2021-06-04",1787
"2021-06-05",1788
"2021-06-06",1791
"2021-06-07",1792
"2021-06-08",1796
"2021-06-09",1797
"2021-06-10",1800
"2021-06-11",1805
"2021-06-12",1806
"2021-06-13",1806
"2021-06-14",1806
"2021-06-15",1806
"2021-06-16",1807
"2021-06-17",1809
"2021-06-18",1809
"2021-06-19",1812
"2021-06-20",1813
"2021-06-21",1818
"2021-06-22",1822
"2021-06-23",1824
"2021-06-24",1825
"2021-06-25",1827
"2021-06-26",1832
"2021-06-27",1833
"2021-06-28",1840
"2021-06-29",1844
"2021-06-30",1846
"2021-07-01",1848
"2021-07-02",1849
"2021-07-03",1850
"2021-07-04",1852
"2021-07-05",1855
"2021-07-06",1858
"2021-07-07",1863
"2021-07-08",1864
"2021-07-09",1865
"2021-07-10",1868
"2021-07-11",1872
"2021-07-12",1873
"2021-07-13",1880
"2021-07-14",1880
"2021-07-15",1882
"2021-07-16",1885
"2021-07-17",1886
"2021-07-18",1887
"2021-07-19",1888
"2021-07-20",1889
"2021-07-21",1890
"2021-07-22",1894
"2021-07-23",1895
"2021-07-24",1897
"2021-07-25",1899
"2021-07-26",1904
"2021-07-27",1904
"2021-07-28",1906
"2021-07-29",1908
"2021-07-30",1924
"2021-07-31",1971
"2021-08-01",1998
"2021-08-02",1999
"2021-08-03",2002
"2021-08-04",2007
"2021-08-05",2015
"2021-08-06",2028
"2021-08-07",2029
"2021-08-08",2032
"2021-08-09",2034
"2021-08-10",2038
"2021-08-11",2039
"2021-08-12",2039
"2021-08-13",2040
"2021-08-14",2040
"2021-08-15",2041
"2021-08-16",2043
"2021-08-17",2043
"2021-08-18",2048
"2021-08-19",2052
"2021-08-20",2053
"2021-08-21",2056
"2021-08-22",2056
"2021-08-23",2079
"2021-08-24",2088
"2021-08-25",2090
"2021-08-26",2093
"2021-08-27",2110
"2021-08-28",2134
"2021-08-29",2140
"2021-08-30",2141
"2021-08-31",2141
"2021-09-01",2141
"2021-09-02",2141
"2021-09-03",2141
"2021-09-04",2141
"2021-09-05",2144
"2021-09-06",2144
"2021-09-07",2145
"2021-09-08",2146
"2021-09-09",2146
"2021-09-10",2147
"2021-09-11",2148
"2021-09-12",2148
"2021-09-13",2148
"2021-09-14",2149
"2021-09-15",2151
"2021-09-16",2157
"2021-09-17",2157
"2021-09-18",2158
"2021-09-19",2159
"2021-09-20",2159
"2021-09-21",2159
"2021-09-22",2159
"2021-09-23",2160
"2021-09-24",2161
"2021-09-25",2163
"2021-09-26",2164
"2021-09-27",2164
"2021-09-28",2166
"2021-09-29",2167
"2021-09-30",2171
"2021-10-01",2174
"2021-10-02",2175
"2021-10-03",2178
"2021-10-04",2178
"2021-10-05",2179
"2021-10-06",2179
"2021-10-07",2179
"2021-10-08",2179
"2021-10-09",2179
"2021-10-10",2180
"2021-10-11",2181
"2021-10-12",2181
"2021-10-13",2182
"2021-10-14",2183
"2021-10-15",2184
"2021-10-16",2185
"2021-10-17",2186
"2021-10-18",2186
"2021-10-19",2186
"2021-10-20",2187
"2021-10-21",2187
"2021-10-22",2187
"2021-10-23",2187
"2021-10-24",2188
"2021-10-25",2188
"2021-10-26",2189
"2021-10-27",2192
"2021-10-28",2193
"2021-10-29",2194
"2021-10-30",2194
"2021-10-31",2195
"2021-11-01",2195
"2021-11-02",2195
"2021-11-03",2196
"2021-11-04",2196
"2021-11-05",2197
"2021-11-06",2197
"2021-11-07",2197
"2021-11-08",2198
"2021-11-09",2198
"2021-11-10",2199
"2021-11-11",2201
"2021-11-12",2201
"2021-11-13",2202
"2021-11-14",2204
"2021-11-15",2206
"2021-11-16",2206
"2021-11-17",2208
"2021-11-18",2208
"2021-11-19",2208
"2021-11-20",2209
"2021-11-21",2209
"2021-11-22",2210
"2021-11-23",2210
"2021-11-24",2210
"2021-11-25",2210
