"Date","Primary Sales USD"
"2021-01-27",1553193.65
"2021-01-28",1760882.49
"2021-01-29",1793900.33
"2021-01-30",1839925.62
"2021-01-31",1889824.65
"2021-02-01",2002809.71
"2021-02-02",2066420.36
"2021-02-03",2134343.24
"2021-02-04",2166699.17
"2021-02-05",2299574.52
"2021-02-06",2482148.36
"2021-02-07",2840751.74
"2021-02-08",3050413.34
"2021-02-09",3241764.62
"2021-02-10",3255940.3
"2021-02-11",3402549.03
"2021-02-12",3496415.14
"2021-02-13",3742252.29
"2021-02-14",4505929.29
"2021-02-15",5027861.82
"2021-02-16",5447449.93
"2021-02-17",5946229.98
"2021-02-18",7047281.78
"2021-02-19",8192636.32
"2021-02-20",8711033.09
"2021-02-21",10841193.97
"2021-02-22",13323180.71
"2021-02-23",13968548.71
"2021-02-24",15475399.54
"2021-02-25",15996324.55
"2021-02-26",16212670.09
"2021-02-27",16561995.4
"2021-02-28",17393683.26
"2021-03-01",17626244.32
"2021-03-02",18438690.96
"2021-03-03",18799496.6
"2021-03-04",19604786.88
"2021-03-05",19949122.5
"2021-03-06",20085806.01
"2021-03-07",20341901.77
"2021-03-08",20863692.85
"2021-03-09",21174556.76
"2021-03-10",21393505.72
"2021-03-11",22090398.47
"2021-03-12",23099898.46
"2021-03-13",23492048.89
"2021-03-14",23690138.02
"2021-03-15",24552215.79
"2021-03-16",24595748.43
"2021-03-17",25328901.42
"2021-03-18",25715405.92
"2021-03-19",26003176.33
"2021-03-20",26308405.46
"2021-03-21",26689736.21
"2021-03-22",26984728.67
"2021-03-23",27036091.97
"2021-03-24",27070055.47
"2021-03-25",27168765.31
"2021-03-26",27168765.31
"2021-03-27",27287818.56
"2021-03-28",27287818.56
"2021-03-29",27323176.36
"2021-03-30",27494296.16
"2021-03-31",27606927.95
"2021-04-01",27948050.5
"2021-04-02",28526920.15
"2021-04-03",28771207.01
"2021-04-04",28924174.97
"2021-04-05",29276085.93
"2021-04-06",29345383.9
"2021-04-07",29628190.6
"2021-04-08",30708628.3
"2021-04-09",31687321.38
"2021-04-10",32198568.38
"2021-04-11",33368437.67
"2021-04-12",33780141.33
"2021-04-13",34471116.87
"2021-04-14",35108711.6
"2021-04-15",35284736.2
"2021-04-16",35661352.11
"2021-04-17",36055718.77
"2021-04-18",36410227.05
"2021-04-19",36908154.02
"2021-04-20",37308072.03
"2021-04-21",37475271.35
"2021-04-22",37837721.35
"2021-04-23",38441433.3
"2021-04-24",38600798.5
"2021-04-25",38644864.1
"2021-04-26",38749364.72
"2021-04-27",38986410.82
"2021-04-28",39199227.54
"2021-04-29",39397457.04
"2021-04-30",39543481.41
"2021-05-01",40430276.85
"2021-05-02",40944279.36
"2021-05-03",42649319.5
"2021-05-04",43026328.99
"2021-05-05",43763221.59
"2021-05-06",44461216.67
"2021-05-07",44461216.67
"2021-05-08",44878452.99
"2021-05-09",45679893.9
"2021-05-10",46467014.32
"2021-05-11",46535837.09
"2021-05-12",46865698.76
"2021-05-13",47151142.51
"2021-05-14",47623323.41
"2021-05-15",47786112.61
"2021-05-16",47786112.61
"2021-05-17",47929724.41
"2021-05-18",48327292.82
"2021-05-19",48504734.86
"2021-05-20",48592544.72
"2021-05-21",48681086.41
"2021-05-22",48779240.44
"2021-05-23",48779240.44
"2021-05-24",48779240.44
"2021-05-25",49111663.26
"2021-05-26",49111663.26
"2021-05-27",49153559.89
"2021-05-28",49430662.24
"2021-05-29",49474194.86
"2021-05-30",49474194.86
"2021-05-31",49639320.5
"2021-06-01",49863676.27
"2021-06-02",49944960.48
"2021-06-03",50046544.62
"2021-06-04",50046544.62
"2021-06-05",50096421.18
"2021-06-06",50215459.26
"2021-06-07",50252731.55
"2021-06-08",50472592.09
"2021-06-09",50510370.03
"2021-06-10",50620966.56
"2021-06-11",50804340.33
"2021-06-12",50923367.29
"2021-06-13",50923367.29
"2021-06-14",50923367.29
"2021-06-15",50923367.29
"2021-06-16",51260424.01
"2021-06-17",51440370.92
"2021-06-18",51440370.92
"2021-06-19",51555567.16
"2021-06-20",51590652.5
"2021-06-21",51771454.33
"2021-06-22",51926439.27
"2021-06-23",51980914.98
"2021-06-24",52010236.74
"2021-06-25",52088046.36
"2021-06-26",52237318.29
"2021-06-27",52264174.23
"2021-06-28",52515551.43
"2021-06-29",52599586.51
"2021-06-30",52682296.94
"2021-07-01",52745495.82
"2021-07-02",52787453.62
"2021-07-03",52845573.45
"2021-07-04",53022135.23
"2021-07-05",53178924.67
"2021-07-06",53482189.72
"2021-07-07",53828741.61
"2021-07-08",53883697.29
"2021-07-09",53947922.49
"2021-07-10",54126975.8
"2021-07-11",54354854.47
"2021-07-12",54395730.12
"2021-07-13",54768380.57
"2021-07-14",54768380.57
"2021-07-15",54884303.27
"2021-07-16",55039688.36
"2021-07-17",55079659.55
"2021-07-18",55199261.9
"2021-07-19",55332912.2
"2021-07-20",55369432.25
"2021-07-21",55422397.12
"2021-07-22",55745822.24
"2021-07-23",55796064.32
"2021-07-24",55954889.86
"2021-07-25",56092625.85
"2021-07-26",56377789.48
"2021-07-27",56377789.48
"2021-07-28",56492966.17
"2021-07-29",56620961.27
"2021-07-30",57836772.62
"2021-07-31",63402425.78
"2021-08-01",67242715.62
"2021-08-02",67367757.06
"2021-08-03",68025951.59
"2021-08-04",69176564.71
"2021-08-05",70749814
"2021-08-06",73024668.57
"2021-08-07",73194674.59
"2021-08-08",74049302.82
"2021-08-09",74821833.97
"2021-08-10",75432790.58
"2021-08-11",75601544.53
"2021-08-12",75601544.53
"2021-08-13",75782216.83
"2021-08-14",75782216.83
"2021-08-15",76056460.91
"2021-08-16",76596782.15
"2021-08-17",76596782.15
"2021-08-18",77294513.71
"2021-08-19",77879951.11
"2021-08-20",78056807.5
"2021-08-21",78683712.34
"2021-08-22",78683712.34
"2021-08-23",85938630.92
"2021-08-24",88943051.49
"2021-08-25",89496454.49
"2021-08-26",90381138.2
"2021-08-27",96149953.54
"2021-08-28",107340983.14
"2021-08-29",109900474.42
"2021-08-30",110305195.71
"2021-08-31",110305195.71
"2021-09-01",110305195.71
"2021-09-02",110305195.71
"2021-09-03",110305195.71
"2021-09-04",110305195.71
"2021-09-05",111472596.11
"2021-09-06",111472596.11
"2021-09-07",111712052.81
"2021-09-08",112076004.86
"2021-09-09",112076004.86
"2021-09-10",112418131.61
"2021-09-11",112700380.91
"2021-09-12",112700380.91
"2021-09-13",112700380.91
"2021-09-14",112957430.69
"2021-09-15",113776500.25
"2021-09-16",116231072.81
"2021-09-17",116231072.81
"2021-09-18",116231084.23
"2021-09-19",116574427.91
"2021-09-20",116574427.91
"2021-09-21",116574427.91
"2021-09-22",116574427.91
"2021-09-23",117074564
"2021-09-24",117398421.53
"2021-09-25",118868988.7
"2021-09-26",119240838.7
"2021-09-27",119240838.7
"2021-09-28",119240853.11
"2021-09-29",119582821.91
"2021-09-30",121024535.68
"2021-10-01",122883876.85
"2021-10-02",123393780.35
"2021-10-03",125937962.8
"2021-10-04",125937962.8
"2021-10-05",126353539.6
"2021-10-06",126353539.6
"2021-10-07",126353539.6
"2021-10-08",126353539.6
"2021-10-09",126353539.6
"2021-10-10",127465602.1
"2021-10-11",127839980.53
"2021-10-12",127839980.53
"2021-10-13",128237492.53
"2021-10-14",128671611.67
"2021-10-15",129126623.64
"2021-10-16",129126633.3
"2021-10-17",129714361.54
"2021-10-18",129714361.54
"2021-10-19",129714361.54
"2021-10-20",130130957.08
"2021-10-21",130130957.08
"2021-10-22",130130957.08
"2021-10-23",130130957.08
"2021-10-24",130707536.23
"2021-10-25",130707536.23
"2021-10-26",131235772.48
"2021-10-27",132196151.17
"2021-10-28",132697827.89
"2021-10-29",133308721.25
"2021-10-30",133308721.25
"2021-10-31",133841246.25
"2021-11-01",133841246.25
"2021-11-02",133841246.25
"2021-11-03",133941246.25
"2021-11-04",133941246.25
"2021-11-05",134367608.15
"2021-11-06",134367608.15
"2021-11-07",134367608.15
"2021-11-08",134883870.3
"2021-11-09",134883870.3
"2021-11-10",135300806.04
"2021-11-11",135735901.75
"2021-11-12",135735901.75
"2021-11-13",136145611.27
"2021-11-14",136944094.75
"2021-11-15",138149597.35
"2021-11-16",138149597.35
"2021-11-17",138943516.1
"2021-11-18",138943516.1
"2021-11-19",138943516.1
"2021-11-20",139607990.6
"2021-11-21",139607990.6
"2021-11-22",139989086.59
"2021-11-23",139989086.59
"2021-11-24",139989086.59
"2021-11-25",139989086.59
